symbol,company_name,market_cap,latest_volume,cycle,isPurePrediction,release_date,whenInTheDay,end_price(first_available_sell_point),did_end_price_date_calculation_succeed,prediction [%],confidence,actual_price_change [%],digression [%],signComparison(predict/actual),start_price,n_open_price,n_close_price,n_high_price,n_low_price,n+1_open_price,n+1_close_price,n+1_high_price,n+1_low_price,n+2_close_price,n+2_high_price,n+2_low_price,n+3_close_price,n+3_high_price,n+3_low_price,n+4_close_price,n+4_high_price,n+4_low_price,n+5_close_price,n+5_high_price,n+5_low_price,factor_price_change_list,prediction 0 [%],factor_price_change_list_parsed,prediction_by_factor_1,prediction_by_factor_2,prediction_by_factor_3,prediction_by_factor_4,is_false_positive_factor_1,is_false_negative_factor_1,is_false_positive_factor_2,is_false_negative_factor_2,is_false_positive_factor_3,is_false_negative_factor_3,is_false_positive_factor_4,is_false_negative_factor_4,end_price,didWin,didWin_always_buy
SKX,Skechers U.S.A. Inc. Common Stock,9499157988.0,2822850,4,False,2025-02-06,After market close,69.0,True,-0.82,0.5,-11.261927160327907,6.45,-/-,74.41,75.82,75.62,76.78,74.91,69.0,66.03,73.63,64.71,65.11,66.4,62.9,63.9,64.74,63.14,62.9,63.67,62.21,64.3,65.25,62.56,"[-2.5, 3.5, 1.0, -3.5]",-0.82,"[-2.5, 3.5, 1.0, -3.5]",-2.5,3.5,1.0,-3.5,False,False,True,False,True,False,False,False,66.03,True,False
SWKS,Skyworks Solutions Inc. Common Stock,10803404089.0,3160402,4,False,2025-02-05,After market close,62.55,True,-6.64,0.3,-24.04770174829224,20.94,-/-,86.37,86.16,87.08,87.85,85.9,62.55,65.6,67.3,62.01,65.69,67.84,65.01,64.64,66.33,64.54,65.23,65.73,63.81,66.19,66.29,64.31,"[-15.0, 2.5, 1.0, -15.0]",-6.64,"[-15.0, 2.5, 1.0, -15.0]",-15.0,2.5,1.0,-15.0,False,False,True,False,True,False,False,False,65.6,True,False
SW,Smurfit WestRock plc Ordinary Shares,27668969469.0,2516008,2,False,2025-02-12,Before market open,50.96,True,-0.61,0.485,-5.052199850857571,4.38,-/-,53.64,50.96,50.93,51.4,49.28,53.31,54.65,55.09,53.31,53.65,54.74,53.42,55.3,55.35,53.67,55.32,55.49,54.32,54.1,55.16,53.08,"[-5.0, 5.0, 0.75, -0.05]",-0.61,"[-5.0, 5.0, 0.75, -0.05]",-5.0,5.0,0.75,-0.05,False,False,True,False,True,False,False,False,50.93,True,False
SNAP,Snap Inc. Class A Common Stock,17540372740.0,17228989,4,False,2025-02-04,After market close,11.53,True,-0.44,0.43,-4.834377797672329,-3.71,-/-,11.17,11.19,11.6,11.71,11.19,11.53,10.63,11.57,10.59,10.69,10.79,10.35,10.92,11.05,10.6,10.71,11.09,10.68,10.87,10.92,10.35,"[-5.0, 5.8, 1.5, -1.0]",-0.44,"[-5.0, 5.8, 1.5, -1.0]",-5.0,5.8,1.5,-1.0,False,True,False,False,False,False,False,True,10.63,True,False
SNA,Snap-On Incorporated Common Stock,17597839772.0,315566,4,False,2025-02-06,Before market open,346.26,True,1.59,0.55,-4.566133108677351,4.36,+/-,356.1,346.26,339.84,346.26,330.49,341.08,338.52,342.71,335.86,340.61,341.9,336.11,337.34,341.48,336.54,334.89,336.58,331.67,339.73,340.25,333.24,"[5.5, 3.5, -1.0, -1.12]",1.59,"[5.5, 3.5, -1.0, -1.12]",5.5,3.5,-1.0,-1.12,True,False,True,False,False,False,False,False,339.84,False,False
SNOW,Snowflake Inc. Class A Common Stock,58721489000.0,5311965,3,False,2024-11-20,After market close,161.26,True,4.67,0.65,31.564803439803423,-19.14,+/+,130.24,131.26,129.12,133.55,127.55,161.26,171.35,174.65,161.16,167.44,178.7,166.81,171.42,177.99,171.15,171.28,176.8,170.91,173.7,173.93,167.38,"[12.5, 5.25, -5.0, 5.0]",4.67,"[12.5, 5.25, -5.0, 5.0]",12.5,5.25,-5.0,5.0,False,False,False,False,False,True,False,False,171.35,True,True
SOFI,SoFi Technologies Inc. Common Stock  ,15919104656.0,54538730,4,False,2025-01-27,Before market open,15.93,True,31.35,0.75,-10.26785714285716,42.45,+/-,17.92,15.93,16.08,16.98,15.55,16.12,16.17,16.25,15.22,15.99,16.34,15.76,16.44,16.67,16.11,15.78,16.57,15.59,15.4,15.77,14.89,"[15.0, 6.0, -1.0, 121.0]",31.35,"[15.0, 6.0, -1.0, 121.0]",15.0,6.0,-1.0,121.0,True,False,True,False,False,False,True,False,16.08,False,False
SONY,Sony Group Corporation American Depositary Shares ,150290868380.0,5048155,1,False,2025-02-13,Before market open,23.26,True,2.76,0.85,5.553026854802014,-3.11,+/+,21.97,23.26,23.19,24.03,23.04,24.11,24.14,24.25,23.94,24.52,24.88,24.41,24.72,24.78,24.52,24.92,24.95,24.72,24.78,25.29,24.7,"[5.2, 5.0, 0.05, 1.5]",2.76,"[5.2, 5.0, 0.05, 1.5]",5.2,5.0,0.05,1.5,False,False,False,False,False,False,False,False,23.19,True,True
SOUN,SoundHound AI Inc Class A Common Stock,3812124820.0,34565017,3,False,2024-11-12,After market close,6.6,True,5.4,0.72,-19.305019305019304,20.46,+/-,7.77,7.69,7.56,7.84,7.31,6.6,6.27,6.75,6.06,6.63,7.16,6.32,6.36,6.77,6.22,6.19,6.55,5.97,6.51,6.72,6.04,"[10.0, 9.5, -2.5, 5.0]",5.4,"[10.0, 9.5, -2.5, 5.0]",10.0,9.5,-2.5,5.0,True,False,True,False,False,False,True,False,6.27,False,False
SSB,SouthState Corporation Common Stock,7577373285.0,696424,4,False,2025-01-23,After market close,102.98,True,5.36,0.69,4.223502071334755,1.3,+/+,98.97,98.49,98.1,99.49,97.93,102.98,103.15,106.2,101.48,105.68,105.76,103.41,107.79,108.2,105.33,106.01,109.09,105.0,105.42,107.78,104.1,"[8.2, 5.0, 1.5, 8.0]",5.36,"[8.2, 5.0, 1.5, 8.0]",8.2,5.0,1.5,8.0,False,False,False,False,False,False,False,False,103.15,True,True
SO,Southern Company (The) Common Stock,96858481512.0,5347947,4,False,2025-02-20,Before market open,84.5,True,3.75,0.7,1.5494912118408755,6.04,+/+,86.48,84.5,87.82,89.0,84.5,87.55,88.4,88.98,87.1,,,,,,,,,,,,,"[5.0, 3.5, 1.0, 5.0]",3.75,"[5.0, 3.5, 1.0, 5.0]",5.0,3.5,1.0,5.0,True,False,True,False,True,False,True,False,87.82,True,True
SCCO,Southern Copper Corporation Common Stock,72984538031.0,1104846,4,False,2025-02-11,After market close,92.3,True,4.07,0.748125,-2.169174883238183,8.27,+/-,96.35,92.35,92.09,93.59,92.06,92.3,94.26,95.17,92.22,97.84,98.13,93.15,97.27,100.11,96.84,97.43,97.43,95.37,96.38,96.95,94.9,"[5.25, 7.5, 0.0, 5.0]",4.07,"[5.25, 7.5, 0.0, 5.0]",5.25,7.5,0.0,5.0,True,False,True,False,False,False,True,False,94.26,False,False
LUV,Southwest Airlines Company Common Stock,17667226914.0,10257236,4,False,2025-01-30,Before market open,31.29,True,3.4,0.7,-1.2322274881516495,4.54,+/-,31.65,31.29,31.26,33.09,30.95,31.29,30.71,31.47,30.51,30.48,30.9,29.95,30.79,30.8,30.14,30.89,31.34,30.58,31.09,31.31,30.75,"[6.0, 5.0, 0.0, 1.5]",3.4,"[6.0, 5.0, 0.0, 1.5]",6.0,5.0,0.0,1.5,True,False,True,False,False,False,True,False,31.26,False,False
SPOT,Spotify Technology S.A. Ordinary Shares,123811017138.0,2197626,4,False,2025-02-04,Before market open,595.99,True,4.97,0.5,13.238508049828793,-3.57,+/+,549.08,595.99,621.77,623.4,581.07,608.85,626.0,630.77,607.3,625.87,628.5,618.01,622.99,632.45,620.69,637.69,642.27,621.23,623.15,635.45,619.0,"[10.0, 5.0, -1.0, 0.0]",4.97,"[10.0, 5.0, -1.0, 0.0]",10.0,5.0,-1.0,0.0,False,False,False,False,False,True,False,False,621.77,True,True
SWTX,SpringWorks Therapeutics Inc. Common Stock,4333007975.0,3532060,4,False,2025-02-20,Before market open,62.0,True,9.62,0.85,7.536335905257498,-1.63,+/+,55.73,62.0,59.93,62.0,58.84,60.01,58.25,60.2,57.72,,,,,,,,,,,,,"[15.0, 10.0, 2.5, 10.0]",9.62,"[15.0, 10.0, 2.5, 10.0]",15.0,10.0,2.5,10.0,False,False,False,False,False,False,False,False,59.93,True,True
SFM,Sprouts Farmers Market Inc. Common Stock,14330752256.0,5664328,4,False,2025-02-20,After market close,161.34,True,6.08,0.8,-18.554299028243452,14.39,+/-,175.97,171.75,169.8,174.12,168.28,161.34,143.32,161.98,138.12,,,,,,,,,,,,,"[12.0, 5.0, -2.0, 7.0]",6.08,"[12.0, 5.0, -2.0, 7.0]",12.0,5.0,-2.0,7.0,True,False,True,False,False,False,True,False,143.32,False,False
SWK,Stanley Black & Decker Inc. Common Stock,13580706903.0,1365007,4,False,2025-02-05,Before market open,83.0,True,2.6,0.49,-1.2000923147934364,6.82,+/-,86.66,83.0,85.62,85.66,82.09,86.8,85.91,87.25,85.47,86.46,86.76,84.42,85.76,87.31,84.38,87.29,87.9,84.95,85.3,86.05,84.32,"[5.0, -5.0, 0.0, 15.0]",2.6,"[5.0, -5.0, 0.0, 15.0]",5.0,-5.0,0.0,15.0,True,False,False,False,False,False,True,False,85.62,False,False
SBUX,Starbucks Corporation Common Stock,126936825000.0,9662165,4,False,2025-01-28,After market close,102.7,True,3.0,0.55,8.558288342331537,0.32,+/+,100.02,98.94,100.41,100.68,98.59,102.7,108.58,110.08,102.68,109.0,110.34,108.03,107.68,109.36,107.5,108.16,108.44,105.52,110.6,111.07,108.13,"[8.5, 5.0, -3.0, -1.5]",3.0,"[8.5, 5.0, -3.0, -1.5]",8.5,5.0,-3.0,-1.5,False,False,False,False,False,True,False,True,108.58,True,True
STT,State Street Corporation Common Stock,28471899775.0,1808387,4,False,2025-01-17,Before market open,95.66,True,3.83,0.76,-2.846054333764553,8.63,+/-,100.49,95.66,97.63,98.13,94.49,97.65,99.0,99.84,97.04,97.17,99.04,96.95,97.54,98.58,96.77,99.06,100.0,97.02,100.24,100.29,98.87,"[5.0, 5.0, 1.0, 3.5]",3.83,"[5.0, 5.0, 1.0, 3.5]",5.0,5.0,1.0,3.5,True,False,True,False,True,False,True,False,97.63,False,False
STLD,Steel Dynamics Inc.,19899943296.0,1398716,4,False,2025-01-22,After market close,121.0,True,3.73,0.85,-1.86061432352233,6.68,+/-,124.69,125.36,122.89,125.9,122.59,121.0,122.37,125.07,117.68,122.35,126.7,122.16,122.01,123.0,121.17,127.05,127.26,120.66,129.17,129.42,126.7,"[5.0, 4.5, 3.5, 1.5]",3.73,"[5.0, 4.5, 3.5, 1.5]",5.0,4.5,3.5,1.5,True,False,True,False,True,False,True,False,122.37,False,False
STLA,Stellantis N.V. Common Shares,42142000604.0,8185521,1,False,2024-07-25,Before market open,17.97,True,4.75,0.75,-7.704081632653069,13.07,+/-,19.6,17.97,18.09,18.32,17.67,17.63,17.66,17.74,17.42,16.99,17.01,16.71,16.75,17.02,16.64,16.69,16.89,16.57,16.32,16.73,16.22,"[5.0, 3.5, 1.5, 10.0]",4.75,"[5.0, 3.5, 1.5, 10.0]",5.0,3.5,1.5,10.0,True,False,True,False,True,False,True,False,18.09,False,False
STRL,Sterling Infrastructure Inc. Common Stock,3571626980.0,666508,3,False,2024-11-06,After market close,157.88,True,1.93,0.65,10.87011830555909,1.51,+/+,157.22,171.99,175.42,176.22,169.19,157.88,174.31,175.6,149.01,193.61,194.07,175.05,194.7,201.27,189.34,191.5,197.72,188.4,186.65,196.0,186.28,"[5.0, 8.5, -5.0, 0.08]",1.93,"[5.0, 8.5, -5.0, 0.08]",5.0,8.5,-5.0,0.08,False,False,False,False,False,True,False,False,174.31,True,True
STNE,StoneCo Ltd. Class A Common Shares,3061556741.0,8335514,3,False,2024-11-12,After market close,11.44,True,6.12,0.815,-9.342560553633218,7.16,+/-,11.56,11.53,11.59,11.68,11.34,11.44,10.48,11.48,10.45,9.87,10.76,9.83,9.76,10.03,9.61,9.67,9.9,9.66,9.28,9.6,9.19,"[10.0, 10.0, 1.5, 5.5]",6.12,"[10.0, 10.0, 1.5, 5.5]",10.0,10.0,1.5,5.5,True,False,True,False,True,False,True,False,10.48,False,False
LRN,Stride Inc. Common Stock,5845701088.0,697045,4,False,2025-01-28,After market close,127.34,True,5.34,0.7,7.53511058783955,-1.75,+/+,118.91,119.5,120.64,121.4,117.79,127.34,127.87,132.88,127.16,134.13,137.25,128.54,134.9,137.54,133.61,137.66,138.43,130.55,136.58,140.41,136.29,"[12.0, 5.0, -1.0, 2.5]",5.34,"[12.0, 5.0, -1.0, 2.5]",12.0,5.0,-1.0,2.5,False,False,False,False,False,True,False,False,127.87,True,True
SYK,Stryker Corporation Common Stock,146060856702.0,1268413,4,False,2025-01-28,After market close,395.0,True,3.96,0.7,-2.208052013003247,5.19,+/-,399.9,400.61,395.15,406.19,394.59,395.0,391.07,396.71,386.77,390.43,400.56,389.3,391.29,397.56,390.0,391.14,394.13,387.0,392.39,393.07,388.24,"[7.0, 3.5, -1.0, 5.0]",3.96,"[7.0, 3.5, -1.0, 5.0]",7.0,3.5,-1.0,5.0,True,False,True,False,False,False,True,False,391.07,False,False
SMMT,Summit Therapeutics Inc. Common Stock ,16312352990.0,3381722,3,False,2024-10-30,Before market open,21.0,True,141.2,0.6,-14.567109482363719,145.0,+/-,21.83,21.0,18.65,21.18,18.6,18.75,18.59,19.42,18.09,18.99,19.77,18.61,19.96,20.56,18.8,20.39,20.55,19.7,20.89,20.96,19.01,"[10.0, 10.0, -3.0, 456.0]",141.2,"[10.0, 10.0, -3.0, 456.0]",10.0,10.0,-3.0,456.0,True,False,True,False,False,False,True,False,18.65,False,False
SUI,Sun Communities Inc. Common Stock,16060096003.0,571786,3,False,2024-11-06,After market close,118.3,True,-2.94,0.5,-7.503782148260203,7.58,-/-,132.2,131.67,130.75,132.84,128.0,118.3,122.28,123.02,118.09,124.36,124.9,120.81,126.15,127.33,123.71,123.22,124.65,122.57,124.93,125.25,122.53,"[-5.0, 4.5, 0.8, -5.0]",-2.94,"[-5.0, 4.5, 0.8, -5.0]",-5.0,4.5,0.8,-5.0,False,False,True,False,True,False,False,False,122.28,True,False
SU,Suncor Energy  Inc. Common Stock,49643427595.0,2906642,4,False,2025-02-05,After market close,38.88,True,3.23,0.75,0.7601572739187397,1.31,+/+,38.15,38.07,38.69,38.88,38.01,38.88,38.44,39.53,38.09,38.75,39.14,38.12,39.53,39.66,39.02,40.63,40.74,39.73,39.64,40.68,39.4,"[8.5, 3.5, 1.5, -3.0]",3.23,"[8.5, 3.5, 1.5, -3.0]",8.5,3.5,1.5,-3.0,False,False,False,False,False,False,False,True,38.44,True,True
RUN,Sunrun Inc. Common Stock,1888937529.0,6194074,3,False,2024-11-07,After market close,11.52,True,9.28,0.75,-14.033613445378151,12.47,+/-,11.9,12.05,11.6,12.28,11.5,11.52,10.23,11.74,9.7,10.23,10.72,9.89,9.74,10.24,9.23,10.27,10.47,9.77,10.91,11.59,10.15,"[10.5, 10.0, 1.5, 15.0]",9.28,"[10.5, 10.0, 1.5, 15.0]",10.5,10.0,1.5,15.0,True,False,True,False,True,False,True,False,10.23,False,False
SMCI,Super Micro Computer Inc. Common Stock,32832644689.0,104301861,1,False,2025-02-11,After market close,42.3,True,9.38,0.55,-6.963657678780772,10.2,+/-,42.65,40.59,38.61,42.39,38.42,42.3,39.68,43.89,38.86,42.28,43.29,37.5,47.91,48.18,42.85,55.8,56.23,50.99,60.25,66.44,55.61,"[15.0, 10.5, 1.0, 10.0]",9.38,"[15.0, 10.5, 1.0, 10.0]",15.0,10.5,1.0,10.0,True,False,True,False,True,False,True,False,39.68,False,False
SG,Sweetgreen Inc. Class A Common Stock,2525093389.0,4567148,3,False,2024-11-07,After market close,36.39,True,0.12,0.55,-4.682997118155626,12.73,+/-,41.64,42.29,42.2,42.77,41.23,36.39,39.69,42.27,36.28,39.26,41.17,38.03,37.9,40.5,37.8,35.64,39.82,35.62,33.66,36.12,33.46,"[-10.5, 5.0, -0.5, 10.0]",0.12,"[-10.5, 5.0, -0.5, 10.0]",-10.5,5.0,-0.5,10.0,False,False,True,False,False,False,True,False,39.69,False,False
SYF,Synchrony Financial Common Stock,23873106119.0,3937382,4,False,2025-01-28,Before market open,66.26,True,2.83,0.75,-4.582674903031171,7.63,+/-,69.61,66.26,66.42,67.64,64.26,66.56,68.52,68.8,66.31,69.22,70.02,68.32,68.73,70.03,68.39,67.54,68.29,65.56,65.92,69.29,65.56,"[5.0, 5.0, 1.0, -0.5]",2.83,"[5.0, 5.0, 1.0, -0.5]",5.0,5.0,1.0,-0.5,True,False,True,False,True,False,False,False,66.42,False,False
SNPS,Synopsys Inc. Common Stock,73400030723.0,1370633,3,False,2024-12-04,After market close,544.52,True,10.45,0.65,-9.628369490871478,14.95,+/-,570.19,580.0,588.0,592.99,577.77,544.52,515.29,558.87,513.09,517.28,529.8,515.68,508.49,517.71,504.8,505.32,507.65,495.4,512.06,515.87,509.36,"[12.5, 5.0, -1.0, 21.1]",10.45,"[12.5, 5.0, -1.0, 21.1]",12.5,5.0,-1.0,21.1,True,False,True,False,False,False,True,False,515.29,False,False
SNV,Synovus Financial Corp. Common Stock,7339677431.0,1415421,4,False,2025-01-15,After market close,54.46,True,2.81,0.56,1.043413452580576,1.34,+/+,53.67,55.8,55.98,56.61,55.02,54.46,54.23,55.66,53.44,54.61,54.91,53.95,55.35,55.53,54.74,55.13,55.41,54.56,55.17,56.2,54.85,"[5.0, 4.5, 1.0, -0.5]",2.81,"[5.0, 4.5, 1.0, -0.5]",5.0,4.5,1.0,-0.5,False,False,False,False,False,False,False,True,54.23,True,True
SYY,Sysco Corporation Common Stock,35821394534.0,5381503,4,False,2025-01-28,Before market open,73.8,True,3.38,0.75,-5.958886286755137,7.36,+/-,76.86,73.8,72.28,74.55,71.52,72.79,71.92,73.3,71.85,73.34,73.49,71.67,72.92,73.6,72.4,72.31,73.38,71.92,71.4,72.15,70.6,"[5.0, 5.0, 5.0, -1.5]",3.38,"[5.0, 5.0, 5.0, -1.5]",5.0,5.0,5.0,-1.5,True,False,True,False,True,False,False,False,72.28,False,False
TMUS,T-Mobile US Inc. Common Stock,302756508922.0,3554276,4,False,2025-01-29,Before market open,238.0,True,0.38,0.35,6.335353169937605,-7.24,+/+,221.14,238.0,235.15,241.4,233.23,239.21,234.37,240.84,233.97,232.97,235.48,231.0,238.1,238.35,232.6,237.25,240.84,235.39,242.43,242.7,237.64,"[5.0, -5.0, 1.0, -2.0]",0.38,"[5.0, -5.0, 1.0, -2.0]",5.0,-5.0,1.0,-2.0,False,False,False,True,False,False,False,True,235.15,True,True
TROW,T. Rowe Price Group Inc. Common Stock,23659366615.0,1199985,4,False,2025-02-05,Before market open,112.65,True,-1.31,0.4,-4.19731717871051,1.2,-/-,115.55,112.65,110.7,112.71,109.72,111.56,111.44,113.49,110.77,110.14,111.81,109.29,109.62,110.82,109.41,109.03,109.89,108.65,106.92,108.41,106.46,"[-5.0, 3.0, 2.0, -2.5]",-1.31,"[-5.0, 3.0, 2.0, -2.5]",-5.0,3.0,2.0,-2.5,False,False,True,False,True,False,False,False,110.7,True,False
TAL,TAL Education Group American Depositary Shares,8750313071.0,5709948,4,False,2025-01-23,Before market open,10.75,True,6.67,0.7,21.248630887185097,-11.07,+/+,9.13,10.75,11.07,11.09,10.24,11.1,11.69,11.82,11.01,12.03,12.18,11.6,12.95,12.98,11.97,12.4,12.9,12.28,12.55,12.69,12.11,"[10.0, 6.5, -0.5, 10.0]",6.67,"[10.0, 6.5, -0.5, 10.0]",10.0,6.5,-0.5,10.0,False,False,False,False,False,True,False,False,11.07,True,True
TRP,TC Energy Corporation Common Stock,46654630000.0,2068058,4,False,2025-02-14,Before market open,46.93,True,-3.42,0.5,-3.1223628691983056,-2.43,-/-,47.4,46.93,45.92,47.17,45.51,46.09,46.38,46.73,45.43,45.9,46.54,45.69,45.54,45.9,45.29,44.99,45.61,44.64,,,,"[-5.0, 2.0, -1.0, -10.0]",-3.42,"[-5.0, 2.0, -1.0, -10.0]",-5.0,2.0,-1.0,-10.0,False,False,True,False,False,False,False,False,45.92,True,False
SNX,TD SYNNEX Corporation Common Stock,11992624331.0,522456,4,False,2025-01-10,Before market open,125.86,True,4.85,0.85,9.760105159382185,1.45,+/+,121.72,125.86,133.6,134.07,122.22,132.59,132.43,133.69,129.85,135.62,135.65,132.05,135.84,137.62,134.06,136.75,137.23,134.78,136.68,137.88,136.11,"[5.0, 4.5, -1.5, 10.0]",4.85,"[5.0, 4.5, -1.5, 10.0]",5.0,4.5,-1.5,10.0,False,False,False,False,False,True,False,False,133.6,True,True
TEL,TE Connectivity plc Ordinary Shares,46098549842.0,1577354,1,False,2025-01-22,Before market open,151.33,True,6.0,0.85,4.57855697909642,3.96,+/+,148.3,151.33,155.09,156.71,150.0,154.82,156.98,156.98,153.73,154.69,156.81,154.32,150.25,152.43,147.47,148.45,150.73,147.24,147.71,149.54,147.35,"[5.0, 5.0, 2.5, 10.0]",6.0,"[5.0, 5.0, 2.5, 10.0]",5.0,5.0,2.5,10.0,False,False,False,False,False,False,False,False,155.09,True,True
TJX,TJX Companies Inc. (The) Common Stock,136146778892.0,5692059,3,False,2024-11-20,Before market open,119.08,True,5.33,0.65,0.15100671140938976,5.43,+/+,119.2,119.08,119.38,120.34,116.4,119.51,119.41,119.55,117.42,121.1,121.34,118.7,124.41,125.05,121.49,125.82,126.06,124.05,125.98,127.61,125.79,"[10.0, 2.5, 1.0, 5.0]",5.33,"[10.0, 2.5, 1.0, 5.0]",10.0,2.5,1.0,5.0,True,False,True,False,True,False,True,False,119.38,True,True
TKO,TKO Group Holdings Inc. Class A Common Stock,27121150141.0,1714360,3,False,2024-11-06,After market close,118.4,True,4.87,0.75,-0.8495247707965389,5.28,+/-,118.89,121.51,120.22,121.94,118.71,118.4,117.88,120.18,115.12,120.18,120.44,117.08,119.04,120.94,118.52,116.45,120.14,115.92,117.8,119.14,116.45,"[5.0, 5.0, 2.5, 6.3]",4.87,"[5.0, 5.0, 2.5, 6.3]",5.0,5.0,2.5,6.3,True,False,True,False,True,False,True,False,117.88,False,False
TPG,TPG Inc. Class A Common Stock,20923123646.0,2852191,4,False,2025-02-11,Before market open,61.7,True,1.55,0.5,-2.5488938762423907,2.64,+/-,62.38,61.7,60.79,63.16,59.3,59.96,60.85,61.61,59.42,58.49,61.0,58.23,59.38,59.76,58.47,60.22,60.62,59.52,60.28,60.91,59.19,"[-5.0, 5.0, 1.5, 5.0]",1.55,"[-5.0, 5.0, 1.5, 5.0]",-5.0,5.0,1.5,5.0,False,False,True,False,True,False,True,False,60.79,False,False
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,1028154750612.0,13737753,4,False,2025-01-16,Before market open,218.89,True,6.12,0.69,3.863636363636354,0.27,+/+,206.8,218.89,214.79,221.95,213.17,215.17,211.5,215.68,211.06,218.7,220.15,212.05,223.2,225.43,219.31,224.62,224.7,219.41,221.88,226.4,220.96,"[5.0, 5.0, -1.0, 15.0]",6.12,"[5.0, 5.0, -1.0, 15.0]",5.0,5.0,-1.0,15.0,False,False,False,False,False,True,False,False,214.79,True,True
TTWO,Take-Two Interactive Software Inc. Common Stock,37355316175.0,1438844,4,False,2025-02-06,After market close,198.0,True,7.25,0.85,12.897469175859843,0.18,+/+,184.92,184.08,183.08,184.53,181.86,198.0,208.77,212.88,195.97,212.51,215.84,206.28,209.94,214.04,208.38,209.18,210.11,206.56,210.09,210.58,207.83,"[10.0, 2.5, 5.0, 10.0]",7.25,"[10.0, 2.5, 5.0, 10.0]",10.0,2.5,5.0,10.0,False,False,False,False,False,False,False,False,208.77,True,True
TLN,Talen Energy Corporation Common Stock,11127165240.0,2492033,2,False,2024-11-14,Before market open,207.0,True,5.94,0.75,-1.5882239008328498,5.71,+/-,206.52,207.0,203.24,217.79,199.68,199.0,200.43,204.35,197.16,207.49,211.39,201.18,214.7,217.0,200.0,206.09,221.14,204.4,219.89,222.05,207.0,"[12.5, 5.0, -2.5, 5.0]",5.94,"[12.5, 5.0, -2.5, 5.0]",12.5,5.0,-2.5,5.0,False,False,False,False,False,True,False,False,203.24,False,False
TPR,Tapestry Inc. Common Stock,17511439030.0,3583225,4,False,2025-02-06,Before market open,87.75,True,5.83,0.8,12.019623875715464,-13.76,+/+,73.38,87.75,82.2,87.87,81.5,83.53,80.38,84.06,78.99,79.05,80.55,78.34,81.36,81.76,78.77,85.13,85.7,81.23,86.64,87.13,85.2,"[10.0, 5.0, 1.0, 5.0]",5.83,"[10.0, 5.0, 1.0, 5.0]",10.0,5.0,1.0,5.0,False,False,False,False,False,False,False,False,82.2,True,True
TRGP,Targa Resources Inc. Common Stock,43691183425.0,2760117,4,False,2025-02-20,Before market open,201.77,True,4.45,0.7,-2.6582338675162887,8.5,+/-,210.29,201.77,204.7,205.81,195.42,203.81,200.36,204.63,198.52,,,,,,,,,,,,,"[8.5, 5.0, -3.0, 5.0]",4.45,"[8.5, 5.0, -3.0, 5.0]",8.5,5.0,-3.0,5.0,True,False,True,False,False,False,True,False,204.7,False,False
TGT,Target Corporation Common Stock,56941996417.0,9042611,3,False,2024-11-20,Before market open,126.92,True,1.62,0.56,-21.410431724946278,18.98,+/-,153.57,126.92,120.69,127.97,119.19,121.06,120.56,123.05,119.57,123.95,124.69,120.23,129.43,130.79,126.43,125.48,128.52,125.43,128.99,129.64,126.1,"[5.5, 5.0, -5.0, -1.5]",1.62,"[5.5, 5.0, -5.0, -1.5]",5.5,5.0,-5.0,-1.5,True,False,True,False,False,False,False,False,120.69,False,False
TMHC,Taylor Morrison Home Corporation Common Stock,6184633446.0,951109,4,False,2025-02-12,Before market open,62.07,True,5.33,0.75,3.3018111876903387,5.84,+/+,62.39,62.07,64.45,64.7,61.51,64.58,63.95,65.61,63.89,64.18,66.17,63.66,63.02,63.72,61.86,61.9,62.3,60.82,61.98,62.46,60.81,"[7.5, 5.0, 2.5, 5.0]",5.33,"[7.5, 5.0, 2.5, 5.0]",7.5,5.0,2.5,5.0,True,False,True,False,True,False,True,False,64.45,True,True
FTI,TechnipFMC plc Ordinary Share,12392338921.0,4306782,3,False,2024-10-24,Before market open,26.0,True,3.08,0.55,2.7468152866241944,-0.46,+/+,25.12,26.0,25.81,26.48,25.27,26.4,26.43,26.59,26.04,26.03,26.11,25.61,26.05,26.37,25.75,26.04,26.47,25.9,26.64,26.94,26.15,"[6.5, 5.0, 1.5, -2.0]",3.08,"[6.5, 5.0, 1.5, -2.0]",6.5,5.0,1.5,-2.0,False,False,False,False,False,False,False,True,25.81,True,True
TECK,Teck Resources Ltd Ordinary Shares,21009118121.0,4162242,4,False,2025-02-20,Before market open,43.62,True,1.6,0.6,1.5456674473067835,-0.55,+/+,42.7,43.62,43.36,44.24,43.1,42.85,41.13,43.04,40.78,,,,,,,,,,,,,"[8.5, 8.0, 1.5, -5.0]",1.6,"[8.5, 8.0, 1.5, -5.0]",8.5,8.0,1.5,-5.0,False,False,False,False,False,False,False,True,43.36,True,True
TDOC,Teladoc Health Inc. Common Stock,1981638982.0,14244347,3,False,2024-10-30,After market close,9.37,True,14.52,0.875,0.896860986547086,9.47,+/+,8.92,8.96,8.86,9.28,8.84,9.37,9.0,9.95,8.54,9.21,9.55,8.81,8.87,9.21,8.31,9.15,9.22,8.64,9.44,9.66,9.23,"[12.5, 5.0, 5.0, 37.0]",14.52,"[12.5, 5.0, 5.0, 37.0]",12.5,5.0,5.0,37.0,False,False,False,False,False,False,False,False,9.0,True,True
